Date,Open,High,Low,Close,Adj Close,Volume
2023-05-24,307.000000,308.000000,304.500000,308.000000,293.216003,1968672
2023-05-25,307.000000,308.500000,304.000000,304.500000,289.884003,2274919
2023-05-26,304.500000,309.000000,304.000000,308.500000,293.692017,2264914
2023-05-29,309.500000,312.000000,303.500000,303.500000,288.932007,1933322
2023-05-30,307.500000,307.500000,303.500000,304.000000,289.408020,2249903
2023-05-31,304.000000,307.000000,303.000000,305.000000,290.360016,5463981
2023-06-01,304.000000,307.000000,301.500000,306.000000,291.312012,1146140
2023-06-02,306.000000,316.000000,305.500000,315.000000,299.880005,4300118
2023-06-05,315.000000,315.500000,312.500000,313.500000,298.451996,2317070
2023-06-06,312.500000,315.000000,311.000000,313.000000,297.976013,1811580
2023-06-07,313.000000,316.000000,313.000000,314.500000,299.403992,1236970
2023-06-08,313.000000,316.500000,312.000000,314.000000,298.928009,1698649
2023-06-09,316.500000,316.500000,314.000000,315.000000,299.880005,1426649
2023-06-12,316.000000,325.000000,316.000000,324.500000,308.924011,3596154
2023-06-13,328.000000,328.000000,319.000000,320.000000,304.640015,2205345
2023-06-14,320.000000,321.000000,316.000000,317.500000,302.260010,1821754
2023-06-15,318.000000,322.500000,315.000000,319.500000,304.164001,2127526
2023-06-16,318.000000,319.500000,313.500000,316.500000,301.308014,4467021
2023-06-19,314.500000,316.000000,310.000000,311.000000,296.072021,3499309
2023-06-20,312.000000,314.000000,308.000000,310.000000,295.119995,3977638
2023-06-21,311.000000,317.500000,310.000000,314.500000,299.403992,2987124
2023-06-26,317.000000,324.000000,313.500000,321.000000,305.592010,4722274
2023-06-27,319.500000,320.000000,315.500000,315.500000,300.356018,1565261
2023-06-28,316.000000,319.000000,314.000000,316.000000,300.832001,1571072
2023-06-29,308.000000,317.000000,308.000000,314.000000,298.928009,3748240
2023-06-30,311.000000,317.000000,311.000000,314.500000,299.403992,2863655
2023-07-03,319.000000,319.000000,312.000000,312.500000,297.500000,3594590
2023-07-04,298.500000,302.500000,293.000000,293.500000,293.500000,6790210
2023-07-05,294.000000,298.000000,292.000000,296.500000,296.500000,1683419
2023-07-06,298.000000,302.500000,295.500000,300.000000,300.000000,2966401
2023-07-07,300.000000,300.000000,291.000000,293.000000,293.000000,2140715
2023-07-10,293.000000,295.000000,291.000000,292.000000,292.000000,1432084
2023-07-11,297.500000,299.000000,292.500000,296.000000,296.000000,2262049
2023-07-12,293.500000,296.500000,291.500000,296.500000,296.500000,2273952
2023-07-13,297.500000,300.000000,293.500000,295.500000,295.500000,1923146
2023-07-14,297.500000,298.000000,293.500000,298.000000,298.000000,1387428
2023-07-17,297.500000,299.500000,296.000000,299.500000,299.500000,1320192
2023-07-18,300.000000,316.000000,300.000000,306.500000,306.500000,6052384
2023-07-19,311.500000,311.500000,295.500000,298.000000,298.000000,2577641
2023-07-20,300.000000,304.500000,297.000000,303.000000,303.000000,1945883
2023-07-21,314.500000,333.000000,312.000000,333.000000,333.000000,14622928
2023-07-24,360.000000,366.000000,352.500000,366.000000,366.000000,28386321
2023-07-25,388.000000,399.000000,362.000000,367.500000,367.500000,37143023
2023-07-26,377.000000,382.500000,363.500000,367.000000,367.000000,13819153
2023-07-27,375.000000,375.000000,353.500000,356.000000,356.000000,9711640
2023-07-28,366.500000,388.000000,360.000000,388.000000,388.000000,26795873
2023-07-31,399.000000,399.000000,352.000000,364.000000,364.000000,24695294
2023-08-01,376.500000,380.000000,358.500000,372.000000,372.000000,14212049
2023-08-02,369.500000,374.000000,358.000000,361.500000,361.500000,9245603
2023-08-04,361.500000,365.000000,352.000000,362.000000,362.000000,5780277
2023-08-07,361.500000,376.000000,357.500000,370.500000,370.500000,6803585
2023-08-08,370.500000,376.000000,360.500000,376.000000,376.000000,5628335
2023-08-09,389.500000,389.500000,372.000000,379.000000,379.000000,18853014
2023-08-10,370.000000,373.000000,352.500000,368.500000,368.500000,11384319
2023-08-11,371.500000,376.000000,363.000000,368.000000,368.000000,6110091
2023-08-14,363.000000,380.000000,362.500000,371.000000,371.000000,15316072
2023-08-15,380.000000,390.000000,380.000000,385.000000,385.000000,15105251
2023-08-16,379.500000,389.500000,377.000000,389.500000,389.500000,11274057
2023-08-17,386.000000,393.500000,382.500000,393.500000,393.500000,10421625
2023-08-18,399.000000,399.000000,379.000000,384.000000,384.000000,10067141
2023-08-21,382.500000,391.000000,382.000000,386.000000,386.000000,7387456
2023-08-22,391.000000,397.000000,385.500000,395.000000,395.000000,12819241
2023-08-23,397.500000,418.000000,392.500000,414.500000,414.500000,20836270
2023-08-24,432.000000,438.000000,414.500000,428.000000,428.000000,21929613
2023-08-25,415.500000,426.000000,406.000000,413.000000,413.000000,12902376
2023-08-28,414.000000,415.500000,394.000000,405.000000,405.000000,10066538
2023-08-29,410.000000,413.000000,400.000000,405.000000,405.000000,5843350
2023-08-30,414.000000,416.500000,401.500000,403.000000,403.000000,6411354
2023-08-31,398.500000,403.000000,396.000000,402.500000,402.500000,8392473
2023-09-01,408.000000,409.000000,399.000000,400.000000,400.000000,4961984
2023-09-04,402.000000,403.500000,395.000000,400.000000,400.000000,3890842
2023-09-05,398.000000,400.000000,382.000000,394.000000,394.000000,6250716
2023-09-06,397.000000,407.500000,395.000000,403.500000,403.500000,5150946
2023-09-07,403.500000,403.500000,398.000000,401.000000,401.000000,2932319
2023-09-08,400.000000,404.500000,397.000000,403.500000,403.500000,2731649
2023-09-11,404.000000,404.000000,371.500000,380.000000,380.000000,9608538
2023-09-12,373.500000,377.500000,360.500000,363.500000,363.500000,12650577
2023-09-13,360.000000,371.000000,360.000000,369.500000,369.500000,5319893
2023-09-14,373.000000,379.000000,372.000000,373.500000,373.500000,3260573
2023-09-15,375.000000,377.000000,366.000000,366.500000,366.500000,5752432
2023-09-18,364.000000,364.000000,357.000000,359.500000,359.500000,4412861
2023-09-19,365.000000,368.000000,359.500000,360.500000,360.500000,2964329
2023-09-20,363.500000,366.000000,359.500000,360.500000,360.500000,2360847
2023-09-21,357.500000,360.000000,353.500000,355.000000,355.000000,3736209
2023-09-22,355.000000,358.500000,351.500000,357.500000,357.500000,3229342
2023-09-25,357.000000,360.500000,354.000000,359.500000,359.500000,2398689
2023-09-26,360.500000,361.000000,354.000000,358.000000,358.000000,3434568
2023-09-27,357.500000,365.500000,357.500000,364.000000,364.000000,3729492
2023-09-28,366.500000,368.500000,362.500000,367.000000,367.000000,2753404
2023-10-02,370.000000,374.000000,364.500000,372.500000,372.500000,3323113
2023-10-03,373.000000,373.000000,366.000000,366.500000,366.500000,2890117
2023-10-04,364.000000,371.500000,364.000000,370.500000,370.500000,3583232
2023-10-05,376.000000,384.500000,374.000000,380.000000,380.000000,4316025
2023-10-06,380.500000,382.500000,376.500000,379.500000,379.500000,1711544
2023-10-11,386.500000,388.000000,374.000000,376.500000,376.500000,4326785
2023-10-12,377.000000,385.000000,375.000000,377.500000,377.500000,4359163
2023-10-13,376.000000,376.000000,362.500000,365.000000,365.000000,4663255
2023-10-16,363.000000,366.500000,360.000000,363.000000,363.000000,2476544
2023-10-17,364.000000,365.000000,359.000000,360.500000,360.500000,3434951
2023-10-18,360.500000,361.000000,346.500000,350.500000,350.500000,9254487
2023-10-19,348.000000,348.000000,338.000000,344.500000,344.500000,4298746
2023-10-20,339.500000,342.000000,331.000000,337.000000,337.000000,7310886
2023-10-23,333.500000,338.500000,331.500000,334.000000,334.000000,2875663
2023-10-24,335.000000,341.000000,335.000000,341.000000,341.000000,2291018
2023-10-25,345.000000,348.500000,340.500000,342.500000,342.500000,2137660
2023-10-26,336.000000,342.500000,334.500000,339.000000,339.000000,2644933
2023-10-27,343.000000,356.000000,341.500000,346.500000,346.500000,4318324
2023-10-30,347.000000,351.000000,342.000000,346.500000,346.500000,2314704
2023-10-31,344.000000,345.500000,337.500000,338.000000,338.000000,3152530
2023-11-01,340.000000,344.000000,337.000000,343.000000,343.000000,1494571
2023-11-02,346.500000,351.500000,345.000000,351.000000,351.000000,2257443
2023-11-03,353.000000,355.000000,349.500000,355.000000,355.000000,1623983
2023-11-06,358.000000,363.500000,357.000000,360.500000,360.500000,2235262
2023-11-07,359.000000,359.500000,352.500000,353.500000,353.500000,2158905
2023-11-08,358.000000,363.000000,355.500000,357.500000,357.500000,1697609
2023-11-09,355.500000,358.500000,352.000000,357.000000,357.000000,1654477
2023-11-10,353.500000,357.500000,350.500000,355.500000,355.500000,1428983
2023-11-13,360.500000,360.500000,353.000000,360.000000,360.000000,1925855
2023-11-14,386.000000,396.000000,383.500000,396.000000,396.000000,14329709
2023-11-15,403.000000,405.000000,390.000000,391.500000,391.500000,8418039
2023-11-16,390.000000,392.000000,376.500000,380.500000,380.500000,5939050
2023-11-17,385.000000,398.000000,381.000000,392.500000,392.500000,7685230
2023-11-20,392.000000,392.000000,384.000000,391.000000,391.000000,3564938
2023-11-21,394.000000,396.000000,387.000000,389.000000,389.000000,4719155
2023-11-22,390.000000,391.000000,381.000000,384.500000,384.500000,3791369
2023-11-23,386.000000,386.000000,378.000000,379.500000,379.500000,3416130
2023-11-24,381.500000,383.500000,376.000000,383.500000,383.500000,3497234
2023-11-27,383.500000,384.000000,373.000000,377.000000,377.000000,4526059
2023-11-28,379.000000,385.500000,377.500000,385.500000,385.500000,4445793
2023-11-29,387.000000,390.500000,383.500000,390.000000,390.000000,5253401
2023-11-30,388.000000,393.500000,382.000000,393.500000,393.500000,9154943
2023-12-01,390.000000,391.500000,386.500000,388.000000,388.000000,3971287
2023-12-04,391.500000,391.500000,385.500000,387.000000,387.000000,2660945
2023-12-05,388.000000,391.000000,382.500000,390.500000,390.500000,3188868
2023-12-06,390.500000,395.000000,388.500000,393.500000,393.500000,2900244
2023-12-07,391.000000,397.000000,390.500000,393.500000,393.500000,1805860
2023-12-08,398.000000,403.500000,395.500000,398.500000,398.500000,3787748
2023-12-11,400.000000,402.000000,392.000000,396.500000,396.500000,3086548
2023-12-12,396.000000,399.000000,392.000000,393.000000,393.000000,2234258
2023-12-13,395.500000,412.000000,394.000000,407.500000,407.500000,8206638
2023-12-14,410.000000,416.000000,404.500000,411.000000,411.000000,4917108
2023-12-15,411.000000,412.000000,406.000000,406.000000,406.000000,6241474
2023-12-18,409.000000,434.000000,403.500000,428.500000,428.500000,8165193
2023-12-19,427.000000,436.000000,422.000000,424.500000,424.500000,7021432
2023-12-20,428.500000,460.500000,428.000000,450.000000,450.000000,16806479
2023-12-21,438.500000,462.000000,437.500000,453.500000,453.500000,10906506
2023-12-22,452.000000,457.500000,444.500000,453.500000,453.500000,5853517
2023-12-25,456.000000,479.000000,456.000000,471.500000,471.500000,8903130
2023-12-26,473.500000,477.000000,466.500000,472.000000,472.000000,4336709
2023-12-27,478.000000,496.000000,472.000000,491.500000,491.500000,9912850
2023-12-28,496.000000,502.000000,487.000000,492.000000,492.000000,8089203
2023-12-29,490.000000,499.000000,486.000000,489.500000,489.500000,4588380
2024-01-02,494.000000,498.000000,479.000000,485.000000,485.000000,5194473
2024-01-03,478.000000,482.000000,459.000000,465.000000,465.000000,10195898
2024-01-04,465.000000,467.000000,450.500000,454.000000,454.000000,7624903
2024-01-05,456.500000,461.500000,451.000000,454.000000,454.000000,4484646
2024-01-08,459.000000,463.500000,452.500000,453.500000,453.500000,3826856
2024-01-09,461.500000,464.000000,453.500000,455.000000,455.000000,3803924
2024-01-10,455.000000,464.000000,451.500000,461.000000,461.000000,4530081
2024-01-11,462.000000,463.000000,455.000000,461.000000,461.000000,2982579
2024-01-12,459.000000,459.000000,445.000000,448.500000,448.500000,4795879
2024-01-15,452.000000,455.000000,446.000000,447.000000,447.000000,2865839
2024-01-16,445.500000,445.500000,439.000000,440.500000,440.500000,3901068
2024-01-17,441.000000,444.500000,436.500000,439.000000,439.000000,5024823
2024-01-18,439.000000,452.500000,439.000000,445.000000,445.000000,4184150
2024-01-19,448.000000,455.000000,445.500000,455.000000,455.000000,3728447
2024-01-22,456.000000,465.000000,455.000000,459.500000,459.500000,4375940
2024-01-23,460.000000,462.500000,454.500000,456.500000,456.500000,2468699
2024-01-24,457.000000,461.500000,454.000000,455.000000,455.000000,2183777
2024-01-25,457.000000,460.500000,454.500000,458.000000,458.000000,1994744
2024-01-26,453.000000,453.500000,436.500000,439.000000,439.000000,5016318
2024-01-29,436.000000,445.000000,436.000000,444.000000,444.000000,1878079
2024-01-30,443.500000,451.000000,439.500000,447.500000,447.500000,3232059
2024-01-31,446.000000,453.000000,441.000000,445.500000,445.500000,4398177
2024-02-01,447.000000,448.000000,442.000000,447.000000,447.000000,1751067
2024-02-02,451.000000,458.000000,450.000000,455.000000,455.000000,3347273
2024-02-05,450.500000,455.000000,448.500000,452.000000,452.000000,2794974
2024-02-15,464.000000,467.000000,457.000000,464.000000,464.000000,5637096
2024-02-16,462.500000,488.000000,462.000000,479.500000,479.500000,7169458
2024-02-19,482.500000,482.500000,467.500000,477.500000,477.500000,3304766
2024-02-20,475.500000,479.000000,470.000000,473.000000,473.000000,2463412
2024-02-21,476.000000,487.000000,466.000000,469.000000,469.000000,3397235
2024-02-22,473.000000,477.000000,462.500000,469.000000,469.000000,3275876
2024-02-23,473.000000,482.500000,473.000000,474.000000,474.000000,3540330
2024-02-26,472.000000,473.500000,464.500000,470.500000,470.500000,2521995
2024-02-27,461.500000,462.000000,452.000000,454.500000,454.500000,7718268
2024-02-29,450.000000,462.500000,448.000000,455.000000,455.000000,6866605
2024-03-01,457.000000,466.000000,456.000000,457.000000,457.000000,2445234
2024-03-04,460.500000,467.000000,457.000000,457.000000,457.000000,2691780
2024-03-05,458.000000,470.000000,458.000000,466.000000,466.000000,3392897
2024-03-06,465.000000,471.500000,462.500000,471.000000,471.000000,2294789
2024-03-07,470.000000,471.000000,461.000000,462.000000,462.000000,2120034
2024-03-08,461.500000,461.500000,451.000000,452.500000,452.500000,2744642
2024-03-11,453.000000,457.000000,439.500000,444.000000,444.000000,4069433
2024-03-12,442.500000,446.000000,437.000000,441.000000,441.000000,3305674
2024-03-13,441.000000,444.500000,436.000000,436.000000,436.000000,4213226
2024-03-14,435.000000,436.500000,428.000000,433.500000,433.500000,3503740
2024-03-15,428.000000,434.500000,428.000000,429.000000,429.000000,7039180
2024-03-18,429.000000,433.500000,401.000000,408.500000,408.500000,11424776
2024-03-19,406.500000,415.000000,405.000000,407.500000,407.500000,6400385
2024-03-20,409.000000,419.500000,409.000000,414.000000,414.000000,4354430
2024-03-21,414.500000,422.000000,411.500000,420.000000,420.000000,4461525
2024-03-22,424.000000,436.500000,420.500000,421.500000,421.500000,5446782
2024-03-25,421.500000,426.500000,419.500000,423.500000,423.500000,2200370
2024-03-26,421.000000,426.000000,416.500000,417.000000,417.000000,3366314
2024-03-27,418.000000,427.500000,416.500000,424.500000,424.500000,2593684
2024-03-28,423.000000,430.000000,418.500000,423.500000,423.500000,3434543
2024-03-29,423.500000,429.000000,423.000000,425.500000,425.500000,1127000
2024-04-01,431.500000,432.000000,423.000000,423.000000,423.000000,2054891
2024-04-02,423.500000,427.000000,421.500000,423.000000,423.000000,2317536
2024-04-03,420.500000,425.500000,419.500000,422.500000,422.500000,2522455
